source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
PEDS ENDOCRINOLOGY	45756809	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756809	Provider	2022-01-13	2099-12-31	
Pediatric Gastroenterology	45756810	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756810	Provider	2022-01-13	2099-12-31	
PEDS GASTROENTEROLOGY	45756810	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756810	Provider	2022-01-13	2099-12-31	
Pediatric Hematology	45756811	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756811	Provider	2022-01-13	2099-12-31	
Pediatric Hematology-Oncology	45756811	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756811	Provider	2022-01-13	2099-12-31	
PEDS HEM/ONC	45756811	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756811	Provider	2022-01-13	2099-12-31	
Pediatric Infectious Disease	45756812	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756812	Provider	2022-01-13	2099-12-31	
PEDS INFECT DISEASE/RHEUM	45756812	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756812	Provider	2022-01-13	2099-12-31	
Pediatric Nephrology	45756813	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756813	Provider	2022-01-13	2099-12-31	
PEDS NEPHROLOGY	45756813	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756813	Provider	2022-01-13	2099-12-31	
Pediatric Otolaryngology	45756814	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756814	Provider	2022-01-13	2099-12-31	
Pediatric Pulmonology	45756815	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756815	Provider	2022-01-13	2099-12-31	
PEDS PULMONARY	45756815	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756815	Provider	2022-01-13	2099-12-31	
Pediatric Radiology	45756816	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756816	Provider	2022-01-13	2099-12-31	
Pediatric Physical Medicine and Rehabilitation	45756817	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756817	Provider	2022-01-13	2099-12-31	
Pediatric Rehabilitation	45756817	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756817	Provider	2022-01-13	2099-12-31	
Pediatric Rheumatology	45756818	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756818	Provider	2022-01-13	2099-12-31	
Pediatric Surgery	45756819	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756819	Provider	2022-01-13	2099-12-31	
PEDS SURG	45756819	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756819	Provider	2022-01-13	2099-12-31	
SURG PEDS	45756819	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756819	Provider	2022-01-13	2099-12-31	
Pediatric Transplant Hepatology	45756820	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756820	Provider	2022-01-13	2099-12-31	
Pediatric Urology	45756821	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756821	Provider	2022-01-13	2099-12-31	
Public Health & Preventative Med	45756824	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756824	Provider	2022-01-13	2099-12-31	
FP RADIOLOGY SERVICES	45756825	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756825	Provider	2022-01-13	2099-12-31	
Musculoskeletal Radiology	45756825	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756825	Provider	2022-01-13	2099-12-31	
Radiologist Assistant	45756825	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756825	Provider	2022-01-13	2099-12-31	
Radiology	45756825	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756825	Provider	2022-01-13	2099-12-31	
RADIOLOGY MED PLAZA	45756825	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756825	Provider	2022-01-13	2099-12-31	
REPRODUCTIVE ENDOCRINOLOGY	45756826	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756826	Provider	2022-01-13	2099-12-31	
Reproductive Endocrinology and Infertility	45756826	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756826	Provider	2022-01-13	2099-12-31	
Surgical Critical Care	45756829	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756829	Provider	2022-01-13	2099-12-31	
Adult Cardiothoracic	45756830	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756830	Provider	2022-01-13	2099-12-31	
Cardiothoracic Surgery	45756830	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756830	Provider	2022-01-13	2099-12-31	
Transplant Hepatology	45756831	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756831	Provider	2022-01-13	2099-12-31	
Vascular & Interventional Radiology	45756833	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756833	Provider	2022-01-13	2099-12-31	
Vascular Neurology	45756834	Provider	ALL_PROVIDERS.SPCLTY_DESC	45756834	Provider	2022-01-13	2099-12-31	
ORTHOPEADICS	38004061	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004061	Provider	2022-01-13	2099-12-31	
Physical Therapy Assistant	38004062	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004062	Provider	2022-01-13	2099-12-31	
Respiratory Therapy	38004090	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004090	Provider	2022-01-13	2099-12-31	
General Practice	38004446	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004446	Provider	2022-01-13	2099-12-31	
MED GENERAL	38004446	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004446	Provider	2022-01-13	2099-12-31	
General Surgery	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
Minimally Invasive Surgery	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
SURG	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
SURG GENERAL	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
Surgery	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
SURGERY GENERAL	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
WOODWARD	38004447	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004447	Provider	2022-01-13	2099-12-31	
Allergy and Immunology	38004448	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004448	Provider	2022-01-13	2099-12-31	
Immunology	38004448	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004448	Provider	2022-01-13	2099-12-31	
ENT	38004449	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004449	Provider	2022-01-13	2099-12-31	
ENT AT SHANDS	38004449	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004449	Provider	2022-01-13	2099-12-31	
HAMP OAKS	38004449	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004449	Provider	2022-01-13	2099-12-31	
HAMPTON OAKS	38004449	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004449	Provider	2022-01-13	2099-12-31	
Otolaryngology	38004449	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004449	Provider	2022-01-13	2099-12-31	
ANESTHESIA	38004450	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004450	Provider	2022-01-13	2099-12-31	
Anesthesiology	38004450	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004450	Provider	2022-01-13	2099-12-31	
ANESTHESIOLOGY CLINIC	38004450	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004450	Provider	2022-01-13	2099-12-31	
Regional Anesthesia	38004450	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004450	Provider	2022-01-13	2099-12-31	
CARD	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
CARDIAC	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
Cardiology	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
CARDIOLOGY WEST	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
CARDIOVASCULAR SERVICES	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
CARDIOWEST	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
GAINESVILLE CARDIOLOGY/INTERNAL MEDICINE-70	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
Interventional Cardiology	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
MED CARDIOLOGY	38004451	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004451	Provider	2022-01-13	2099-12-31	
DERM	38004452	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004452	Provider	2022-01-13	2099-12-31	
Dermatology	38004452	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004452	Provider	2022-01-13	2099-12-31	
DERMATOLOGY SERVICES	38004452	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004452	Provider	2022-01-13	2099-12-31	
MED DERMATOLOGY	38004452	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004452	Provider	2022-01-13	2099-12-31	
Gastroenterology	38004455	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004455	Provider	2022-01-13	2099-12-31	
Gastroenterology Advanced Endoscopy	38004455	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004455	Provider	2022-01-13	2099-12-31	
GI CLINIC	38004455	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004455	Provider	2022-01-13	2099-12-31	
GI SERVICES	38004455	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004455	Provider	2022-01-13	2099-12-31	
GI/Liver Pathology	38004455	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004455	Provider	2022-01-13	2099-12-31	
MED GASTROENTEROLOGY	38004455	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004455	Provider	2022-01-13	2099-12-31	
INT MED	38004456	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004456	Provider	2022-01-13	2099-12-31	
INT MEDICINE	38004456	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004456	Provider	2022-01-13	2099-12-31	
INTERNAL MED	38004456	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004456	Provider	2022-01-13	2099-12-31	
Internal Medicine	38004456	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004456	Provider	2022-01-13	2099-12-31	
INTERNAL MEDICINE @ DP1	38004456	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004456	Provider	2022-01-13	2099-12-31	
MIN	38004456	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004456	Provider	2022-01-13	2099-12-31	
Osteopathic Medicine	38004457	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004457	Provider	2022-01-13	2099-12-31	
Movement Disorders	38004458	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004458	Provider	2022-01-13	2099-12-31	
NEU	38004458	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004458	Provider	2022-01-13	2099-12-31	
NEURO	38004458	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004458	Provider	2022-01-13	2099-12-31	
Neurology	38004458	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004458	Provider	2022-01-13	2099-12-31	
NEUROLOGY CLINIC	38004458	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004458	Provider	2022-01-13	2099-12-31	
NEUROLOGY CONSULTATIONS	38004458	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004458	Provider	2022-01-13	2099-12-31	
Neurological Surgery	38004459	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004459	Provider	2022-01-13	2099-12-31	
NEUROSURG	38004459	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004459	Provider	2022-01-13	2099-12-31	
Neurosurgery	38004459	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004459	Provider	2022-01-13	2099-12-31	
NSG	38004459	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004459	Provider	2022-01-13	2099-12-31	
COMMUNICATIVE DISORDERS	38004460	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004460	Provider	2022-01-13	2099-12-31	
SPEECH	38004460	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004460	Provider	2022-01-13	2099-12-31	
Speech Language Pathology	38004460	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004460	Provider	2022-01-13	2099-12-31	
Speech Pathology	38004460	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004460	Provider	2022-01-13	2099-12-31	
OB/GYN	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
OBGYN	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
OB-GYN	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
OBGYN GENERAL	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
OBGYN OB	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
OBGYN-GENERAL	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
Obstetrics And Gynecology	38004461	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004461	Provider	2022-01-13	2099-12-31	
Hospice & Palliative Medicine	38004462	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004462	Provider	2022-01-13	2099-12-31	
Hospice Services	38004462	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004462	Provider	2022-01-13	2099-12-31	
Palliative Care	38004462	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004462	Provider	2022-01-13	2099-12-31	
OPHT	38004463	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004463	Provider	2022-01-13	2099-12-31	
OPHTH	38004463	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004463	Provider	2022-01-13	2099-12-31	
Ophthalmology	38004463	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004463	Provider	2022-01-13	2099-12-31	
OPHTHAMOLOGY	38004463	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004463	Provider	2022-01-13	2099-12-31	
OPTHALMOLOGY	38004463	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004463	Provider	2022-01-13	2099-12-31	
Vitreoretinal	38004463	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004463	Provider	2022-01-13	2099-12-31	
Oral Surgery	38004464	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004464	Provider	2022-01-13	2099-12-31	
Orthopaedic Surgery	38004465	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004465	Provider	2022-01-13	2099-12-31	
Shoulder/Elbow Orthopaedics	38004465	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004465	Provider	2022-01-13	2099-12-31	
Pathology	38004466	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004466	Provider	2022-01-13	2099-12-31	
Surgical Pathology	38004466	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004466	Provider	2022-01-13	2099-12-31	
PARK AVENUE PLASTIC SURGERY	38004467	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004467	Provider	2022-01-13	2099-12-31	
PLASTIC	38004467	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004467	Provider	2022-01-13	2099-12-31	
Plastic Surgery	38004467	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004467	Provider	2022-01-13	2099-12-31	
Home Health Services	38004400	Provider	ALL_PROVIDERS.SPCLTY_DESC	38004400	Provider	2022-01-13	2099-12-31	
LVEF	4108582	Flowsheet	CARDIOLOGY_EF_DTL.PREFER_LV_EF_VALUE	4108582	Measurement	2022-06-21	2099-12-31	NULL
BMI	4245997	Flowsheet	bmi_stamped_enc.BMI	4245997	Measurement	2022-06-21	2099-12-31	NULL
LDA - extubation start time	36304219	Observation	DWS_PROD.dbo.LDA_AIRWAY_DTL	36304219	Observation	2022-06-23	2099-12-31	NULL
